Log file created: Wed Mar  4 13:31:19 2020
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE Lightning
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE AIF Perlin Noise 3D
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE Roughen Edges
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE Paint Bucket
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE Brightness & Contrast 2
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE Vibrance
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE Black&White
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE PS Median
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE PhotoFilterPS
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE SelectiveColor
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE Compound Arithmetic
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: VISINF Grain Implant
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE PSL Drop Shadow
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE 3D Tracker
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE Lens Flare
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE Sharpen
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE ID MATTE
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE Bevel Alpha
Ticks = 94078      <123145534140416> <FLT> <4> Load success Effect: ADBE Difference
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Aud BT
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Laser
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Vector Paint
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Tile
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE HUE SATURATION
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Denoise
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Gaussian Blur 2
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Exposure2
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Exposure
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Compander
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Find Edges
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Noise HLS2
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Noise HLS
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Color Link
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Fractal Noise
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Mirror
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Noise HLS Auto2
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Noise HLS Auto
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Smart Blur
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Blend
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Color Gradients
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Gamma/Pedestal/Gain2
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Cineon Converter2
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Cineon Converter
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE Channel Combiner
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Fractal Noise
Ticks = 94079      <123145534140416> <FLT> <4> Load success Effect: ADBE AutoColor
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE ATG Extract
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Median
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: APC Vegas
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: APC Colorama
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Camera Lens Blur
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Bulge
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Threshold2
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Threshold
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Glow
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Simple Choker
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Linear Color Key2
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Set Channels
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Brightness & Contrast
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Easy Levels2
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Easy Levels
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Pro Levels2
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Pro Levels
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Bevel Edges
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Minimax
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Corner Pin
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Eyedropper Fill
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Sharpen
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Box Blur2
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Box Blur
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE 4ColorGradient
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Broadcast Colors
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Color Key
Ticks = 94080      <123145534140416> <FLT> <1> Potential oversize effect matchname found: Mettle SkyBox Chromatic Aberrations, actual length: 35, matchname limit: 31
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Chromatic Aberrations
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Photo Filter
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE ELLIPSE
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Param EQ
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE Aud HiLo
Ticks = 94080      <123145534140416> <FLT> <4> Load success Effect: ADBE AutoContrast
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Posterize Time
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE BEZMESH
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Aud Reverse
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Radial Wipe
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Displacement Map
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Converter
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Basic 3D
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Noise Alpha
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Noise Alpha2
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE AutoLevels
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: VISINF Grain Removal
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Polar Coordinates
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Timecode
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Scatter
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Playgnd
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE AUX CHANNEL EXTRACT
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Write-on
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Checkerboard
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE SubspaceStabilizer
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE PS Arbitrary Map
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Digital Glitch
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Unsharp Mask
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Unsharp Mask2
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Extract
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE DEPTH MATTE
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Texturize
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Linear Wipe
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Color Balance 2
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Lightning 2
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Scribble Fill
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Stroke
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Invert
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Aud Reverb
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Grid
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE GROW BOUNDS
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Venetian Blinds
Ticks = 94081      <123145534140416> <FLT> <4> Load success Effect: ADBE Aud Modulator
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Equalize
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Aud_Flange
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: APC CardWipeCam
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Noise2
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Noise
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Strobe
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: APC Wave World
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Shift Channels
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Matte Choker
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Radial Shadow
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Tritone
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE CHANNEL MIXER
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE CurvesCustom
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Luma Key
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE SCHMEAR
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Color Difference Key
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: APC Foam
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Color Balance (HLS)
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: APC Caustics
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE PSL Bevel Emboss
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Channel Blur
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Wave Warp
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Deflicker
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Spill Suppressor
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Optics Compensation
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Timewarp
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE OFMotionBlur
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Rolling Shutter
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Rotate Sphere
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Apply Color LUT2
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Apply Color LUT
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Mosaic
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Tint
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: APC CardDanceCam
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Gaussian Blur
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Lumetri
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Fill
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: APC Shatter
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Set Matte2
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Set Matte3
Ticks = 94082      <123145534140416> <FLT> <4> Load success Effect: ADBE Compound Blur
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE LIQUIFY
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Three-Way Color Corrector
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE IRIS_WIPE
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Drop Shadow
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Aud Tone
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Basic Text2
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE AudWave
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE AudSpect
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Magnify
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Bilateral
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Blur
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE MESH WARP
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: VISINF Grain Duplication
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Upscale
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Twirl
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE FOG_3D
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Color Emboss
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE 3D Glasses2
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE 3D Glasses
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Change Color
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Circle
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Glo2
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE PSL Inner Glow
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Leave Color
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE PSL Inner Shadow
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Calculations
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Time Displacement
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Difference Matte2
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Block Dissolve
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Cell Pattern
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Motion Blur
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Spherize
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Emboss
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Gradient Wipe
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: APC Radio Waves
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Radial Blur
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Viewer
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE PSL Outer Glow
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Reduce Interlace Flicker
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Fast Blur
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE ShadowHighlight
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: Mettle SkyBox Project 2D
Ticks = 94083      <123145534140416> <FLT> <4> Load success Effect: ADBE Layer Control
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Angle Control
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Color Control
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Point Control
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Point3D Control
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Slider Control
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Checkbox Control
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Color Range
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Cartoonify
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE HDR ToneMap
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE ProfileToProfile
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Arithmetic
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Dust & Scratches
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE DigitalVideoLimiter
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Ripple
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Change To Color
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Numbers2
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Fractal
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Offset
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Aud Stereo Mixer
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Alpha Levels3
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Alpha Levels2
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Color Balance
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Remove Color Matting
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Posterize
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE Path Text
Ticks = 94084      <123145534140416> <FLT> <4> Load success Effect: ADBE DEPTH FIELD
Ticks = 94215      <123145534140416> <MEE_Plugins> <4> AEGP plugin loaded: Advanced 3D
Ticks = 94224      <123145534140416> <MEE_Plugins> <4> AEGP plugin loaded: Durer
Ticks = 94447      <123145534140416> <MEE_Plugins> <2> Error while loading AEGP plugin: Pro Import, error: 3
Ticks = 95078      <123145573294080> <ALOG> <5> COR CORp_RegisterPSLThread initialized PSL
Ticks = 95481      <123145534140416> <ALOG> <5> U U_EvaluateMemoryInUseAdjustment resident=656785408, virtual=6745919488, delta=-6089134080
Ticks = 95481      <123145534140416> <ALOG> <5> U U_SetMemoryInUseAdjustment setting adjustment from 0 to -6089134080
Ticks = 179154      <4536604096> <PostProcessBaseUploader> <5> Page ID 
Ticks = 179183      <4536604096> <PostProcessBaseUploader> <5> Page ID 
Ticks = 179235      <4536604096> <PostProcessBaseUploader> <5> Page ID 
Ticks = 179240      <4536604096> <PostProcessBaseUploader> <5> Page ID 
Ticks = 268995      <123145539506176> <PostProcessBaseUploader> <5> Page ID 
Ticks = 269001      <123145539506176> <PostProcessBaseUploader> <5> Page ID 
Ticks = 269068      <123145533603840> <ExporterMPEG4> <5> Looking for H/W codecs for H.264
Ticks = 269069      <123145533603840> <ExporterMPEG4.VideoToolbox> <5> Using Native HW encode (VT HW)
Ticks = 269092      <123145533603840> <EncoderStateH264> <5> Found H/W codec for H.264 - Apple VideoToolBox Hardware Acceleration
Ticks = 279744      <123145533603840> <EncoderStateH264> <1> Encoded using H/W codec for H.264
Ticks = 280015      <123145533603840> <EncoderStateH264> <1> Time taken for; video =0 audio=128 mux=259
Ticks = 280033      <123145533603840> <ExporterHost::BeginThreadExport> <5> Exporter finished in : 10.9984 seconds. Result code: 0 Destination:/Volumes/RYOKO/1057 motion design1/week8_aftereffects/-Exports/Jump.mp4
Ticks = 382397      <4536604096> <NGL> <5> GoCart invocation failed: 4
Ticks = 426883      <4536604096> <AMEApp> <1> Exited RunEventLoop
Ticks = 427567      <4536604096> <ALOG> <5> U U_SetMemoryInUseAdjustment setting adjustment from -6089134080 to 0
Ticks = 427611      <4536604096> <BEE_WorkQueue> <5> BEE_WorkQueue_PreCloseProject start
